post_id,published_at_utc,author_handle,canonical_url,english_text,chinese_translation,translation_notes,is_text_truncated
2029308599835738218,2026-03-04T21:30:47.588Z,thsottiaux,https://x.com/thsottiaux/status/2029308599835738218,"We caught an issue that was causing the 2X promotional increase in limits to not be applied to an estimated 9% of plus and pro users for Codex. We have now fixed this issue and are reseting the rate limit for all plus and pro users to compensate. Apologies and thank you for the…","我们发现一个问题，导致预计 9% 的 Codex Plus 和 Pro 用户没有获得促销活动中的 2 倍限额。现在问题已经修复，我们正在为所有 Plus 和 Pro 用户重置速率限制作为补偿。抱歉，也感谢大家……","原帖截断，末句不完整；核心重置措辞可见。",1
2030474136024400173,2026-03-08T02:42:13.070Z,thsottiaux,https://x.com/thsottiaux/status/2030474136024400173,"We don’t have evidence of a widespread issue with codex usage being drained faster than it should but there are enough reports and we have reset rate limits for plus & pro subscriptions while we work towards wrapping up our investigation over the coming 1-3 days.","我们没有证据表明 Codex 用量被异常快速消耗是一个广泛问题，但收到的报告已经足够多，因此我们重置了 Plus 和 Pro 订阅的速率限制，同时争取在未来 1 至 3 天内完成调查。","原因可编码为社区响应，也可能是预防性事故补偿。",0
2031216405266481489,2026-03-10T03:51:43.848Z,thsottiaux,https://x.com/thsottiaux/status/2031216405266481489,"This codex issue is now fully resolved and stable for the last couple of hours. You have come to expect it, but yes, that means we will be reseting rate limits in a bit. Enjoy.","这个 Codex 问题现已完全解决，并且过去几个小时一直保持稳定。大家可能已经料到了：是的，这意味着我们过一会儿会重置速率限制。尽情使用吧。","需与次日 Reset button pressed 帖判断是否同一动作。",0
2031605592352313567,2026-03-11T05:38:13.280Z,thsottiaux,https://x.com/thsottiaux/status/2031605592352313567,"OK, Codex is back and stable and we should be good for a while. Reset button pressed, should see it in a bit.","好了，Codex 已恢复并保持稳定，接下来一段时间应该没问题。重置按钮已经按下，稍后应该就能看到效果。","可能是上一条承诺的执行，也可能是新的动作。",0
2037346989244096581,2026-03-27T01:52:28.969Z,thsottiaux,https://x.com/thsottiaux/status/2037346989244096581,"Hello. We have reset Codex usage limits across all plans to let everyone experiment with the magnificent plugins we just launched, and because it had been a while! You can just build unlimited things with Codex. Have fun!","大家好。我们已经重置了所有套餐的 Codex 使用限额，让每个人都能试用刚刚发布的优秀插件，也因为确实有一阵子没重置了！现在可以用 Codex 构建各种东西。玩得开心！","unlimited 是宣传性表达，不代表永久无限用量。",0
2039248564967424483,2026-04-01T07:48:39.951Z,thsottiaux,https://x.com/thsottiaux/status/2039248564967424483,"Our Codex dashboards are showing increased rate of users hitting rate limits and since we don't fully understand why I have made the cautious decision of resetting the usage limits for all plans. Enjoy. I also wanted to celebrate us finding a pocket of fraudulent accounts that…","Codex 仪表板显示触及速率限制的用户比例上升。由于我们还没有完全理解原因，我谨慎地决定重置所有套餐的使用限额。尽情使用吧。我也想庆祝我们发现了一批欺诈账户……","原帖截断；后续庆祝内容不完整。",1
2041655710346572085,2026-04-07T23:13:48.132Z,thsottiaux,https://x.com/thsottiaux/status/2041655710346572085,"Three million people are now using Codex weekly - up from two million a little under a month ago. Incredible to see the growth. Thank you to all of you and to the ecosystem we’re part of. To celebrate, we’re resetting rate limits so you can keep building, and we’ll reset them…","现在每周有 300 万人使用 Codex，不到一个月前还是 200 万。这样的增长令人难以置信。感谢所有用户以及我们所处的生态系统。为了庆祝，我们正在重置速率限制，让大家继续构建；而且我们还会再次重置……","原帖截断；末尾承诺的下一次重置需结合 4 月 9 日帖子。",1
2042299371602264319,2026-04-09T17:51:28.934Z,thsottiaux,https://x.com/thsottiaux/status/2042299371602264319,"We did it, say hi to the $100 plan! It should be the sweet spot for a ton of you. It comes with a ton of codex usage. And yes we are resetting the limits again too as I mentioned yesterday. Let’s keep building!","我们做到了，欢迎 100 美元套餐！对很多人来说，这应该是很合适的档位，其中包含大量 Codex 用量。没错，正如昨天提到的，我们也会再次重置限额。继续构建吧！","again 表明这是新的第二次动作。",0
2044943514832871564,2026-04-17T00:58:21.806Z,thsottiaux,https://x.com/thsottiaux/status/2044943514832871564,"Hi! To celebrate its 1-year anniversary, I have allowed Codex to reset its own rate limits across all plans. Enjoy all the new features.","大家好！为了庆祝 Codex 一周年，我让 Codex 自己重置了所有套餐的速率限制。尽情体验所有新功能吧。","明确周年庆祝原因。",0
2046367145588916687,2026-04-20T23:15:21.828Z,thsottiaux,https://x.com/thsottiaux/status/2046367145588916687,"Codex incident is mitigated, seeing recovery. Lasted about 10 mins, Codex itself helped with the remediation, but ultimately the insight came from a human this time. Apologies for the disruption and rate limit reset incoming.","Codex 事故已经得到缓解，正在恢复。事故持续约 10 分钟，Codex 本身协助了修复，但这次最终的关键洞察来自人类。为中断致歉，速率限制重置即将到来。","incoming 是明确即将执行。",0
2048997818673537399,2026-04-28T05:28:43.167Z,thsottiaux,https://x.com/thsottiaux/status/2048997818673537399,"Don't just reset Codex rate limits for fun, it costs money. Don't just reset Codex rate limits for fun, it costs money. ... but the vibes are good ... I have reset Codex rate limits for ALL paid plans to celebrate a good week and allow everyone to build more with GPT-5.5. Enjoy.","不要只是为了好玩就重置 Codex 速率限制，这会花钱。不要只是为了好玩就重置……不过气氛很好……我已经为所有付费套餐重置了 Codex 速率限制，以庆祝不错的一周，让大家能用 GPT-5.5 构建更多东西。尽情使用吧。","带玩笑语气，但完成动作明确。",0
2055707616605835333,2026-05-16T17:51:03.656Z,thsottiaux,https://x.com/thsottiaux/status/2055707616605835333,"Codex usage limits have now been reset across all paid plans. Enjoy the weekend!","Codex 使用限额现已在所有付费套餐中完成重置。周末愉快！","没有给出具体原因。",0
2058280452851638313,2026-05-23T20:14:35.618Z,thsottiaux,https://x.com/thsottiaux/status/2058280452851638313,"Some of you noticed limits drained faster in Codex, we root caused it to an optimization that we rolled back that had an impact on cache hit rates when compacting across long running sessions. We fixed this and have now reset usage limits for all accounts. Enjoy the weekend.","一些人注意到 Codex 限额消耗得更快。我们定位到原因是一项优化，它在长时间运行的会话进行压缩时影响了缓存命中率；我们已经回滚该优化。问题现已修复，并已为所有账户重置使用限额。周末愉快。","root caused 译为定位到根因。",0
2061106703446450392,2026-05-31T15:25:06.269Z,thsottiaux,https://x.com/thsottiaux/status/2061106703446450392,"The Codex usage limits have been reset for all paid ChatGPT subscriptions. You should be back to 100% weekly and 100% hourly limits. Let the tokens do incredible things today and have fun.","所有付费 ChatGPT 订阅的 Codex 使用限额都已重置。每周和每小时限额应该都已恢复到 100%。今天让这些 token 创造不可思议的成果吧，玩得开心！","帖子本身未写 5M 原因，需查看前序上下文。",0
2062329981548802523,2026-06-04T00:25:58.496Z,thsottiaux,https://x.com/thsottiaux/status/2062329981548802523,"Hi. Over the last 24 hours we had three separate small incidents that affected Codex reliability. Those are three too many and we are taking active steps for them to not reproduce. I have reset usage limits for Codex across all paid plans. May the tokens flow again.","大家好。过去 24 小时内发生了三起分别影响 Codex 可靠性的小事故。三起也太多了，我们正在积极采取措施防止再次发生。我已经重置所有付费套餐的 Codex 使用限额。愿 token 再次畅流。","明确事故补偿。",0
2065225362544726371,2026-06-12T00:11:11.119Z,OpenAI,https://x.com/OpenAI/status/2065225362544726371,"We heard you wanted to use Codex rate limit resets on your own time. Starting today, we’re rolling out the ability to save rate limit resets to use later. We’re starting Go, Plus, Pro, and Business users with one free reset.","我们听说大家希望能自行决定何时使用 Codex 速率限制重置。从今天开始，我们将逐步推出保存 reset、以后再使用的能力。Go、Plus、Pro 和 Business 用户开始时会获得一次免费的 reset。","这是 banked reset 制度发布及一次实际赠送。",0
2065468501750649006,2026-06-12T16:17:20.023Z,thsottiaux,https://x.com/thsottiaux/status/2065468501750649006,"Heard your amusing feedback that it was at times annoying to receive a reset of your Codex usage without warning. Next time we press the button you will get to choose when it actually applies. Happy codexing.","听到了大家有趣的反馈：有时在毫无预警的情况下收到 Codex 用量重置会让人觉得烦。下次我们按下按钮时，你可以选择它实际生效的时间。祝 Codex 使用愉快。","解释未来政策，本帖没有新赠送动作。",0
2066956441173323943,2026-06-16T18:49:52.426Z,thsottiaux,https://x.com/thsottiaux/status/2066956441173323943,"This was fixed. You know what's coming. Give us 24 hours to reset the Codex rate limits across all plans.","这个问题已经修复。大家知道接下来会发生什么。给我们 24 小时，为所有套餐重置 Codex 速率限制。","明确承诺；可能由 6 月 18 日 double reset 履行。",0
2067399435009622521,2026-06-18T00:10:10.387Z,thsottiaux,https://x.com/thsottiaux/status/2067399435009622521,"Dearest gentle codexer. We did a sneaky double reset. Not only do you get a full reset on us. But you are also getting one into the reset bank to use at your own leisure. Enjoy.","亲爱的 Codex 用户，我们悄悄进行了一次双重重置。你不仅会获得一次由我们赠送的完整重置，还会在 reset bank 中得到一次可自行择时使用的重置。尽情使用吧。","同帖包含一次 hard reset 和一次 banked reset。",0
2070653282440405046,2026-06-26T23:39:48.068Z,thsottiaux,https://x.com/thsottiaux/status/2070653282440405046,"We are giving all Codex users a usage reset on the house. Should be showing in your accounts in the next few hours. We have applied some mitigations, but our investigation hasn't shown users being impacted at large. We are continuing to monitor the situation.","我们免费赠送所有 Codex 用户一次用量重置。接下来几小时内应该会显示在账户中。我们已经采取了一些缓解措施，但调查尚未发现用户受到大范围影响。我们会继续监控情况。","on the house 表示免费赠送；是直接还是 banked 需结合产品表现。",0
2071381664853319742,2026-06-28T23:54:07.968Z,thsottiaux,https://x.com/thsottiaux/status/2071381664853319742,"As we are still investigating, I have reset everyone's Codex usage limits. This is a hard reset given some users had stacked up to three banked resets already that they can apply on their own schedule. Funnily enough, this week at OpenAI is called the RESET week, which is meant…","由于我们仍在调查，我已经重置所有人的 Codex 使用限额。这次是 hard reset，因为一些用户已经积累了最多三次 banked reset，可以按自己的时间使用。有趣的是，OpenAI 本周被称为 RESET 周，原本是指……","原帖末尾截断；hard reset 类型明确。",1
2071740419030053227,2026-06-29T23:39:41.629Z,thsottiaux,https://x.com/thsottiaux/status/2071740419030053227,"Codex usage limits will be fully reset again in the next hour and we will credit one additional reset into your bank for your own usage over the next 24 hours. We investigated reports that Codex usage was being consumed faster than expected. There wasn't one central issue, but a…","Codex 使用限额将在下一小时内再次完全重置，我们还会向你的 reset bank 额外存入一次重置，供你在未来 24 小时内自行使用。我们调查了 Codex 用量消耗快于预期的报告。问题并非来自单一原因，而是……","同帖包含 hard reset 和 banked reset；根因说明截断。",1
2075330198887940337,2026-07-09T21:24:11.842Z,thsottiaux,https://x.com/thsottiaux/status/2075330198887940337,"Enjoy a full reset of your usage limits for ChatGPT Work and Codex. Propagating in the next hour. Rajan Agarwal just joined to work on model research and push on coding capabilities. You can thank him for pressing the button today.","请享用一次 ChatGPT Work 和 Codex 使用限额的完整重置，它将在下一小时内逐步生效。Rajan Agarwal 刚刚加入，负责模型研究并推动编程能力提升。今天按下按钮这件事可以感谢他。","原因可能是入职/能力推广，分类需人工判断。",0
2075641131002700120,2026-07-10T17:59:43.835Z,thsottiaux,https://x.com/thsottiaux/status/2075641131002700120,"Hello beautiful people! We have reset usage limits across Codex and ChatGPT Work. And another one will come later in the day. Rejoice. Now that I have your attention, a quick update on ChatGPT Work, Codex and all the updates we shared yesterday. We’ve spent the last 24 hours…","美好的人们，大家好！我们已经重置了 Codex 和 ChatGPT Work 的使用限额，今天晚些时候还会再来一次。庆祝吧。既然已经吸引了大家的注意，下面快速更新一下 ChatGPT Work、Codex 以及昨天分享的所有更新。过去 24 小时里我们……","长帖截断；明确包含已完成重置和第二次重置承诺。",1
2075820987833274448,2026-07-11T05:54:25.045Z,thsottiaux,https://x.com/thsottiaux/status/2075820987833274448,"Introducing another usage limit reset for all our ChatGPT Work and Codex users. Should land over next 30 minutes. Hope you have an awesome weekend. Thank you for pushing our systems to the absolute limit, we have never seen traffic increase so quickly. Keep the feedback…","再介绍一次面向所有 ChatGPT Work 和 Codex 用户的使用限额重置，应该会在接下来 30 分钟内生效。祝大家周末愉快。感谢大家把系统推到极限，我们从未见过流量增长得这么快。请继续提供反馈……","应是前一帖承诺的第二次重置；帖子末尾截断。",1
2076365965915467978,2026-07-12T17:59:57.945Z,thsottiaux,https://x.com/thsottiaux/status/2076365965915467978,"Morning. The last 48 hours of Codex and ChatGPT Work have been intense! Three important updates: Temporarily removing the 5 hour usage limit restriction for all Plus, Business and Pro plans; rolling out changes that will make GPT 5.6 Sol more efficient across the board and…","早上好。过去 48 小时的 Codex 和 ChatGPT Work 非常紧张！有三项重要更新：暂时取消所有 Plus、Business 和 Pro 套餐的 5 小时用量限制；推出改动，让 GPT-5.6 Sol 整体上更节省用量；以及……","关键第三项被截断；同时代报道显示其中包含一次用量重置，必须打开原帖核实。",1
2076418567143408112,2026-07-12T21:28:59.055Z,thsottiaux,https://x.com/thsottiaux/status/2076418567143408112,"Added a banked reset to 500k users of ChatGPT Work and Codex. What’s been happening: just released the ability to use a banked reset from web and mobile; had an issue where less than 10% of users who used a banked reset…","已经为 50 万名 ChatGPT Work 和 Codex 用户增加了一次 banked reset。事情经过如下：刚刚发布了在网页和移动端使用 banked reset 的能力，此前只能在桌面应用中使用；但出现了一个问题，使用 banked reset 的用户中不到 10%……","长帖截断；50 万用户的具体筛选逻辑需核对。",1
2076735790567338203,2026-07-13T18:29:31.013Z,thsottiaux,https://x.com/thsottiaux/status/2076735790567338203,"Thank you to the 7M active users who are now using Codex and ChatGPT Work. We have added a banked reset to everyone's account to celebrate the milestone. You can apply the reset in the desktop app or on web and it will replenish the weekly usage for you. Have fun out there.","感谢目前正在使用 Codex 和 ChatGPT Work 的 700 万活跃用户。为了庆祝这一里程碑，我们已经向每个人的账户增加了一次 banked reset。你可以在桌面应用或网页中使用它，它会补充你的每周用量。玩得开心。","明确 banked reset 与 7M 里程碑。",0
2077114635308986427,2026-07-14T19:34:54.638Z,thsottiaux,https://x.com/thsottiaux/status/2077114635308986427,"Hello. We have reached 8M active users across Codex and ChatGPT Work. We are once again resetting the usage limits for all. And we continue to not have the 5h rate limit as well, allowing everyone to explore the boundaries of GPT-5.6 Sol and discover how ambitious you can be.","大家好。Codex 和 ChatGPT Work 的活跃用户已经达到 800 万。我们再次为所有人重置使用限额，并且继续保持没有 5 小时速率限制的状态，让每个人都能探索 GPT-5.6 Sol 的边界，看看自己可以有多大的雄心。","继续取消 5h 限制不是新的第二次限额调整。",0
2077607697487188198,2026-07-16T04:14:09.822Z,thsottiaux,https://x.com/thsottiaux/status/2077607697487188198,"Another reset for our Codex and ChatGPT Work users. Actually hit 9M active users way earlier today, but then got distracted by the approximately millions of things the team is doing to keep the systems up and reliable. Should have that sweet 100% weekly usage limit back in a few…","再为 Codex 和 ChatGPT Work 用户进行一次重置。其实今天早些时候活跃用户就达到了 900 万，但随后被团队为了维持系统运行和可靠性而处理的大约无数件事情分散了注意。几分钟后，每周使用限额应该会恢复到令人愉快的 100%……","末句截断，但里程碑和重置明确。",1
2078320950488297917,2026-07-18T03:28:22.589Z,thsottiaux,https://x.com/thsottiaux/status/2078320950488297917,"Oops... I did it again. Enjoy reset usage limits for all paid users for Codex and ChatGPT Work. Super grateful for an incredible team who is iterating at lightspeed and keeping the infra up as we scale faster than ever. Enjoy the weekend!","糟糕……我又这么做了。请享用面向 Codex 和 ChatGPT Work 所有付费用户的使用限额重置。非常感谢这个优秀的团队，他们以光速迭代，并在我们以前所未有的速度扩张时维持基础设施运行。周末愉快！","动作明确，具体原因不明确。",0
2079609157934886975,2026-07-21T16:47:15.178Z,thsottiaux,https://x.com/thsottiaux/status/2079609157934886975,"10M! New day, new usage reset for paid users of Codex and ChatGPT Work. Lands in the next hour. Enjoy.","1000 万！新的一天，为 Codex 和 ChatGPT Work 付费用户带来一次新的用量重置。将在下一小时内生效。尽情使用吧。","明确 10M 里程碑。",0
2081096447718723984,2026-07-25T19:17:12.695Z,thsottiaux,https://x.com/thsottiaux/status/2081096447718723984,"We have reset usage limits for all Codex and ChatGPT Work users. Last night around 2am to 4am we suffered an almost global outage. All well and recovered, but you know what comes next. We learn. We reset. Enjoy.","我们已经为所有 Codex 和 ChatGPT Work 用户重置使用限额。昨晚大约凌晨 2 点到 4 点发生了近乎全球性的故障。现在一切正常并已恢复，但大家知道接下来是什么。我们吸取教训，我们重置。尽情使用吧。","时间 2am–4am 未说明时区，不能擅自转换。",0
2081899343091843463,2026-07-28T00:27:37.869Z,thsottiaux,https://x.com/thsottiaux/status/2081899343091843463,"We’re celebrating the fast adoption of ChatGPT Work and all the incredible effort that went into it today. I’m feeling like a limit reset. Hold on tight to your ultra and /fast and see you in a few hours when I’m back at the laptop!","今天我们在庆祝 ChatGPT Work 的快速采用，以及为此付出的所有出色努力。我有点想来一次限额重置。先保管好你们的 ultra 和 /fast，等我几小时后回到电脑前再见！","这是强烈信号，但并非确定执行公告。",0
2081940052154933696,2026-07-28T03:09:23.666Z,thsottiaux,https://x.com/thsottiaux/status/2081940052154933696,"Back at the laptop. The usage limits have been reset for all paid users of Codex and ChatGPT Work. Weeeeeeeee. It's a good day!","回到电脑前了。所有 Codex 和 ChatGPT Work 付费用户的使用限额都已重置。好耶——今天真是个好日子！","是上一条信号后的实际完成公告。",0
